,image,file,label
0,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 57.  77. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 57.  77. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 57.  77. 192.]]]",03-01-01-01-01-01-01.jpg,male_neutral
1,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [131. 166. 247.]
  [133. 167. 254.]
  [128. 163. 255.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [157. 190. 255.]
  [150. 185. 255.]
  [127. 161. 251.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [154. 188. 255.]
  [144. 180. 255.]
  [117. 151. 240.]]]",03-01-01-01-01-01-02.jpg,female_neutral
2,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [127. 159. 255.]
  [ 96. 128. 227.]
  [116. 146. 244.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [116. 147. 255.]
  [ 92. 123. 229.]
  [ 67.  95. 202.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 76. 106. 216.]
  [101. 131. 241.]
  [ 76. 102. 213.]]]",03-01-01-01-01-01-03.jpg,male_neutral
3,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 67.  87. 202.]
  [ 55.  75. 190.]
  [ 60.  77. 193.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 57.  77. 192.]
  [ 58.  78. 193.]
  [ 61.  78. 194.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 57.  77. 192.]
  [ 57.  77. 192.]
  [ 66.  83. 199.]]]",03-01-01-01-01-01-04.jpg,female_neutral
4,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 93. 120. 209.]
  [128. 158. 246.]
  [103. 139. 227.]
  ...
  [113. 139. 236.]
  [ 93. 121. 218.]
  [131. 157. 254.]]

 [[154. 181. 250.]
  [170. 199. 255.]
  [130. 164. 236.]
  ...
  [135. 166. 249.]
  [137. 168. 251.]
  [140. 171. 254.]]

 [[191. 209. 255.]
  [197. 217. 255.]
  [173. 198. 252.]
  ...
  [166. 199. 255.]
  [166. 199. 255.]
  [160. 193. 255.]]]",03-01-01-01-01-01-05.jpg,male_neutral
5,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[ 58.  75. 191.]
  [ 57.  77. 189.]
  [108. 132. 238.]
  ...
  [ 81. 108. 215.]
  [ 87. 113. 223.]
  [ 71.  97. 208.]]

 [[ 59.  76. 190.]
  [ 56.  77. 186.]
  [121. 146. 247.]
  ...
  [ 61.  85. 195.]
  [ 83. 107. 217.]
  [ 85. 111. 222.]]

 [[ 56.  76. 188.]
  [ 55.  78. 184.]
  [134. 162. 255.]
  ...
  [ 94. 118. 228.]
  [ 56.  79. 191.]
  [ 85. 111. 224.]]]",03-01-01-01-01-01-06.jpg,female_neutral
6,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[127. 151. 255.]
  [125. 152. 255.]
  [109. 138. 238.]
  ...
  [181. 209. 249.]
  [167. 196. 238.]
  [177. 204. 255.]]

 [[112. 136. 244.]
  [114. 141. 246.]
  [110. 140. 238.]
  ...
  [177. 201. 235.]
  [190. 216. 253.]
  [151. 179. 229.]]

 [[ 63.  87. 197.]
  [ 56.  83. 188.]
  [120. 151. 244.]
  ...
  [191. 215. 243.]
  [196. 221. 252.]
  [171. 197. 246.]]]",03-01-01-01-01-01-07.jpg,male_neutral
7,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[147. 174. 245.]
  [158. 187. 255.]
  [158. 188. 255.]
  ...
  [145. 179. 251.]
  [147. 182. 246.]
  [165. 198. 252.]]

 [[166. 189. 241.]
  [189. 214. 255.]
  [186. 214. 255.]
  ...
  [178. 208. 255.]
  [168. 198. 250.]
  [187. 215. 255.]]

 [[200. 218. 254.]
  [189. 208. 250.]
  [199. 222. 255.]
  ...
  [179. 204. 255.]
  [176. 200. 246.]
  [197. 217. 250.]]]",03-01-01-01-01-01-08.jpg,female_neutral
8,"[[[ 66.  87. 202.]
  [ 76.  97. 212.]
  [ 60.  81. 196.]
  ...
  [ 54.  75. 190.]
  [ 62.  83. 198.]
  [ 76.  99. 213.]]

 [[ 69.  90. 205.]
  [ 73.  94. 209.]
  [ 60.  81. 196.]
  ...
  [ 57.  78. 193.]
  [ 62.  83. 198.]
  [ 72.  95. 209.]]

 [[ 69.  92. 206.]
  [ 68.  91. 205.]
  [ 62.  83. 198.]
  ...
  [ 60.  81. 196.]
  [ 60.  81. 196.]
  [ 67.  88. 203.]]

 ...

 [[221. 214. 221.]
  [194. 184. 195.]
  [214. 201. 219.]
  ...
  [183. 214. 255.]
  [180. 207. 250.]
  [181. 203. 242.]]

 [[214. 174. 164.]
  [223. 183. 175.]
  [228. 183. 180.]
  ...
  [189. 217. 255.]
  [183. 208. 249.]
  [196. 215. 248.]]

 [[222. 142. 119.]
  [229. 148. 127.]
  [231. 146. 126.]
  ...
  [169. 199. 253.]
  [151. 175. 223.]
  [199. 218. 251.]]]",03-01-01-01-01-01-09.jpg,male_neutral
9,"[[[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 [[ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  ...
  [ 59.  76. 192.]
  [ 59.  76. 192.]
  [ 59.  76. 192.]]

 ...

 [[111. 143. 242.]
  [ 88. 120. 219.]
  [ 98. 131. 228.]
  ...
  [ 92. 123. 214.]
  [132. 166. 255.]
  [121. 152. 242.]]

 [[133. 167. 255.]
  [ 89. 124. 218.]
  [ 93. 126. 221.]
  ...
  [146. 180. 255.]
  [147. 182. 255.]
  [138. 173. 255.]]

 [[138. 173. 255.]
  [ 84. 119. 211.]
  [ 92. 127. 217.]
  ...
  [144. 181. 255.]
  [156. 193. 255.]
  [133. 170. 250.]]]",03-01-01-01-01-01-10.jpg,female_neutral
